datapoint_nr,unixtimestamp,routetable_update_nr,edge_id,length_m_left_on_edge,latitude,longitude,vehicle_speed_kmh,dist_mapmatching,TTAU_manual_this,TTAF_manual_to_L2_this,TTAF_L2_to_manual_this,TTAU_L2_this,TTAU_manual_next,TTAF_manual_to_L2_next,TTAF_L2_to_manual_next,TTAU_L2_next
1936,1643882011,1,3854,9.45,57.857,12.547,69,0.46,0,136.75,0,0,0,0,0,231.77
1937,1643882012,1,3855,2.1,57.857,12.548,69,0.53,0,135.8,0,0,0,0,0,231.77
1938,1643882013,1,3857,8.4,57.857,12.548,68,0.79,0,135.04,0,0,0,0,0,231.77
1939,1643882014,1,3859,8.4,57.857,12.548,69,0.56,0,133.93,0,0,0,0,0,231.77
1940,1643882015,1,3860,5.25,57.857,12.548,69,0.36,0,132.81,0,0,0,0,0,231.77
1941,1643882016,1,3862,3.91,57.857,12.549,68,0.6,0,132.1,0,0,0,0,0,231.77
1942,1643882017,1,3864,5.86,57.857,12.549,68,0.6,0,131.34,0,0,0,0,0,231.77
1943,1643882018,1,3866,7.81,57.857,12.549,68,0.37,0,130.23,0,0,0,0,0,231.77
1944,1643882018,1,3867,0,57.857,12.549,68,0.1,0,129.52,0,0,0,0,0,231.77
1945,1643882020,1,3869,1.95,57.857,12.55,68,0.18,0,128.26,0,0,0,0,0,231.77
1946,1643882020,1,3871,3.91,57.857,12.55,69,0.24,0,127.67,0,0,0,0,0,231.77
1947,1643882021,1,3873,5.86,57.857,12.55,70,0.27,0,126.6,0,0,0,0,0,231.77
1948,1643882023,1,3875,6.84,57.858,12.551,70,0.53,0,125.53,0,0,0,0,0,231.77
1949,1643882024,1,3877,8.92,57.858,12.551,70,0.47,0,124.83,0,0,0,0,0,231.77
1950,1643882025,1,3878,0.99,57.858,12.551,70,0.58,0,123.76,0,0,0,0,0,231.77
1951,1643882026,1,3880,2.91,57.858,12.551,70,0.66,0,123.02,0,0,0,0,0,231.77
1952,1643882026,1,3882,5.8,57.858,12.552,70,0.18,0,122.12,0,0,0,0,0,231.77
1953,1643882028,1,3884,6.77,57.858,12.552,70,0.62,0,121.43,0,0,0,0,0,231.77
1954,1643882029,1,3886,8.91,57.858,12.552,71,0.41,0,120.38,0,0,0,0,0,231.77
1955,1643882030,1,3887,0,57.858,12.553,71,0.46,0,119.48,0,0,0,0,0,231.77
1956,1643882031,1,3889,1.98,57.858,12.553,71,0.04,0,118.74,0,0,0,0,0,231.77
1957,1643882032,1,3891,4.13,57.858,12.553,71,0.97,0,117.45,0,0,0,0,0,231.77
1958,1643882033,1,3893,7.23,57.858,12.553,70,0.8,0,116.9,0,0,0,0,0,231.77
1959,1643882034,1,3895,10.33,57.858,12.554,70,0.52,0,115.64,0,0,0,0,0,231.77
1960,1643882034,1,3896,2.07,57.858,12.554,67,0.68,0,115.09,0,0,0,0,0,231.77
1961,1643882036,1,3898,6.2,57.858,12.554,63,0.87,0,114.15,0,0,0,0,0,231.77
1962,1643882037,1,3899,1.03,57.858,12.555,59,0.63,0,113.26,0,0,0,0,0,231.77
1963,1643882038,1,3901,7.23,57.858,12.555,57,0.33,0,112.33,0,0,0,0,0,231.77
1964,1643882039,1,3902,3.08,57.858,12.555,58,0.43,0,111.03,0,0,0,0,0,231.77
1965,1643882040,1,3903,1.03,57.858,12.555,58,0.18,0,110.47,0,0,0,0,0,231.77
1966,1643882040,1,3905,4.1,57.858,12.556,56,0.2,0,109.39,0,0,0,0,0,231.77
1967,1643882042,1,3907,10.26,57.858,12.556,54,0.46,0,108.66,0,0,0,0,0,231.77
1968,1643882043,1,3908,7.18,57.858,12.556,53,0.29,0,107.71,0,0,0,0,0,231.77
1969,1643882044,1,3909,4.1,57.858,12.556,52,0.23,0,106.82,0,0,0,0,0,231.77
1970,1643882045,1,3910,1.03,57.858,12.556,52,0.12,0,105.82,0,0,0,0,0,231.77
1971,1643882046,1,3911,1.03,57.858,12.557,52,0.38,0,104.83,0,0,0,0,0,231.77
1972,1643882047,1,3913,5.13,57.858,12.557,52,0.16,0,104.25,0,0,0,0,0,231.77
1973,1643882048,1,3914,2.05,57.858,12.557,52,0.2,0,103.23,0,0,0,0,0,231.77
1974,1643882048,1,3916,9.23,57.858,12.557,52,0.25,0,102.38,0,0,0,0,0,231.77
1975,1643882049,1,3917,4.74,57.858,12.558,52,0.29,0,101.61,0,0,0,0,0,231.77
1976,1643882051,1,3918,2.85,57.858,12.558,52,0.64,0,100.19,0,0,0,0,0,231.77
1977,1643882052,1,3920,10.07,57.858,12.558,50,1.62,0,99.27,0,0,0,0,0,231.77
1978,1643882053,1,3921,9.01,57.858,12.558,48,0.81,0,98.36,0,0,0,0,0,231.77
1979,1643882054,1,3922,6.01,57.858,12.558,47,2.5,0,97.44,0,0,0,0,0,231.77
1980,1643882055,1,3923,0,57.858,12.559,49,1.78,0,96.73,0,0,0,0,0,231.77
1981,1643882056,1,3924,1.01,57.858,12.559,50,1.22,0,95.96,0,0,0,0,0,231.77
1982,1643882057,1,3926,8.79,57.858,12.559,51,0.4,0,94.9,0,0,0,0,0,231.77
1983,1643882058,1,3927,3.91,57.859,12.559,51,0.62,0,93.77,0,0,0,0,0,231.77
1984,1643882059,1,3928,3.91,57.859,12.559,51,0.73,0,93.21,0,0,0,0,0,231.77
1985,1643882060,1,3929,0.98,57.859,12.559,52,1.06,0,92.36,0,0,0,0,0,231.77
1986,1643882061,1,3931,9.23,57.859,12.559,52,1.34,0,91.14,0,0,0,0,0,231.77
1987,1643882062,1,3932,3.08,57.859,12.559,54,1.28,0,90.32,0,0,0,0,0,231.77
1988,1643882063,1,3933,2.05,57.859,12.559,54,1.12,0,89.63,0,0,0,0,0,231.77
1989,1643882064,1,3935,8.21,57.859,12.56,54,0.92,0,88.6,0,0,0,0,0,231.77
1990,1643882065,1,3936,2.05,57.859,12.56,54,0.82,0,87.98,0,0,0,0,0,231.77
1991,1643882066,1,3937,1.03,57.859,12.56,55,0.7,0,87.09,0,0,0,0,0,231.77
1992,1643882067,1,3939,7.18,57.86,12.56,56,0.51,0,86.16,0,0,0,0,0,231.77
1993,1643882068,1,3941,10.26,57.86,12.56,56,0.9,0,85.29,0,0,0,0,0,231.77
1994,1643882069,1,3942,9.64,57.86,12.56,56,1.42,0,84.36,0,0,0,0,0,231.77
1995,1643882070,1,3943,3.86,57.86,12.56,56,1.32,0,83.28,0,0,0,0,0,231.77
1996,1643882071,1,3944,0,57.86,12.561,56,0.71,0,82.37,0,0,0,0,0,231.77
1997,1643882072,1,3945,0,57.86,12.561,56,0.64,0,81.61,0,0,0,0,0,231.77
1998,1643882073,1,3947,3.02,57.86,12.561,56,0.63,0,80.63,0,0,0,0,0,231.77
1999,1643882074,1,3949,9.06,57.86,12.561,56,0.35,0,79.52,0,0,0,0,0,231.77
2000,1643882075,1,3950,8.05,57.86,12.561,55,0.62,0,78.75,0,0,0,0,0,231.77
2001,1643882076,1,3951,1.01,57.86,12.562,55,0.69,0,77.78,0,0,0,0,0,231.77
2002,1643882077,1,3953,9.06,57.86,12.562,55,0.71,0,76.6,0,0,0,0,0,231.77
2003,1643882078,1,3954,3.02,57.86,12.562,55,0.42,0,75.77,0,0,0,0,0,231.77
2004,1643882079,1,3955,1.04,57.861,12.562,55,0.62,0,74.8,0,0,0,0,0,231.77
2005,1643882080,1,3957,5.2,57.861,12.562,55,0.85,0,73.8,0,0,0,0,0,231.77
2006,1643882081,1,3958,0.99,57.861,12.563,56,1.39,0,72.85,0,0,0,0,0,231.77
2007,1643882082,1,3960,2.98,57.861,12.563,57,1.88,0,71.63,0,0,0,0,0,231.77
2008,1643882083,1,3962,7.94,57.861,12.563,58,1.76,0,70.88,0,0,0,0,0,231.77
2009,1643882084,1,3963,5.96,57.861,12.563,59,1.66,0,69.93,0,0,0,0,0,231.77
2010,1643882085,1,3965,7.94,57.861,12.563,59,1.55,0,69.12,0,0,0,0,0,231.77
2011,1643882086,1,3966,2.98,57.861,12.563,59,1.52,0,67.98,0,0,0,0,0,231.77
2012,1643882087,1,3967,0,57.861,12.564,59,1.22,0,66.9,0,0,0,0,0,231.77
2013,1643882088,1,3969,5.14,57.861,12.564,60,1.07,0,66.14,0,0,0,0,0,231.77
2014,1643882089,1,3971,7.19,57.861,12.564,60,1.32,0,65.17,0,0,0,0,0,231.77
2015,1643882090,1,3972,5.14,57.862,12.564,60,1.25,0,64.03,0,0,0,0,0,231.77
2016,1643882091,1,3974,7.15,57.862,12.564,61,1.85,0,63.24,0,0,0,0,0,231.77
2017,1643882092,1,3975,4.09,57.862,12.564,62,2.21,0,62.05,0,0,0,0,0,231.77
2018,1643882093,1,3977,8.17,57.862,12.565,65,2.32,0,61.45,0,0,0,0,0,231.77
2019,1643882094,1,3978,2.04,57.862,12.565,66,2.2,0,60.07,0,0,0,0,0,231.77
2020,1643882095,1,3980,5.11,57.862,12.565,67,1.97,0,59.09,0,0,0,0,0,231.77
2021,1643882096,1,3982,8.17,57.862,12.565,68,1.88,0,58.38,0,0,0,0,0,231.77
2022,1643882097,1,3984,7.15,57.862,12.565,69,1.67,0,57.61,0,0,0,0,0,231.77
2023,1643882098,1,3986,9.2,57.863,12.565,69,1.43,0,56.81,0,0,0,0,0,231.77
2024,1643882099,1,3987,1.02,57.863,12.566,70,1.42,0,56.02,0,0,0,0,0,231.77
2025,1643882100,1,3989,6.88,57.863,12.566,71,1.48,0,55.39,0,0,0,0,0,231.77
2026,1643882101,1,3991,7.86,57.863,12.566,70,1.06,0,54.55,0,0,0,0,0,231.77
2027,1643882102,1,3992,0,57.863,12.566,71,1.33,0,53.39,0,0,0,0,0,231.77
2028,1643882103,1,3995,6.95,57.863,12.566,71,1.05,0,52.71,0,0,0,0,0,231.77
2029,1643882104,1,3997,9.33,57.863,12.567,70,0.78,0,51.81,0,0,0,0,0,231.77
2030,1643882105,1,3998,2.07,57.864,12.567,68,0.73,0,50.71,0,0,0,0,0,231.77
2031,1643882106,1,4000,10.02,57.864,12.567,66,0.39,0,50.19,0,0,0,0,0,231.77
2032,1643882107,1,4001,1,57.864,12.567,62,0.62,0,49.24,0,0,0,0,0,231.77
2033,1643882108,1,4003,4.14,57.864,12.567,58,0.4,0,48.29,0,0,0,0,0,231.77
2034,1643882109,1,4004,2.07,57.864,12.568,55,0.17,0,47.2,0,0,0,0,0,231.77
2035,1643882110,1,4006,5.04,57.864,12.568,51,0.24,0,46.24,0,0,0,0,0,231.77
2036,1643882111,1,4007,3.02,57.864,12.568,47,0.36,0,45.33,0,0,0,0,0,231.77
2037,1643882112,1,4008,4.03,57.864,12.568,44,0.66,0,44.36,0,0,0,0,0,231.77
2038,1643882113,1,4009,1.01,57.864,12.568,40,0.5,0,43.58,0,0,0,0,0,231.77
2039,1643882114,1,4010,3.02,57.864,12.568,38,0.35,0,42.68,0,0,0,0,0,231.77
2040,1643882115,1,4011,2.02,57.864,12.569,36,0.21,0,41.73,0,0,0,0,0,231.77
2041,1643882116,1,4012,3.02,57.864,12.569,35,0.16,0,40.75,0,0,0,0,0,231.77
2042,1643882117,1,4013,4.03,57.864,12.569,34,0.12,0,40.07,0,0,0,0,0,231.77
2043,1643882118,1,4014,6.05,57.864,12.569,34,0.51,0,39.16,0,0,0,0,0,231.77
2044,1643882119,1,4015,9.81,57.864,12.569,35,0.48,0,38.32,0,0,0,0,0,231.77
2045,1643882120,1,4015,0,57.864,12.569,38,0.33,0,37.8,0,0,0,0,0,231.77
2046,1643882121,1,4016,0.98,57.864,12.569,41,0.65,0,37.23,0,0,0,0,0,231.77
2047,1643882122,1,4017,0.98,57.865,12.569,42,0.7,0,36.76,0,0,0,0,0,231.77
2048,1643882123,1,4018,0.98,57.865,12.57,39,0.64,0,36.04,0,0,0,0,0,231.77
2049,1643882124,1,4019,0.98,57.865,12.57,35,0.34,0,35.67,0,0,0,0,0,231.77
2050,1643882125,1,4020,3.09,57.865,12.57,34,0.44,0,35.21,0,0,0,0,0,231.77
2051,1643882126,1,4021,2.06,57.865,12.57,34,0.64,0,34.74,0,0,0,0,0,231.77
2052,1643882127,1,4022,2.06,57.865,12.57,34,0.92,0,34.22,0,0,0,0,0,231.77
2053,1643882128,1,4023,5.15,57.865,12.57,34,0.92,0,33.91,0,0,0,0,0,231.77
2054,1643882129,1,4024,3.09,57.865,12.57,35,0.92,0,33.46,0,0,0,0,0,231.77
2055,1643882130,1,4025,4.12,57.865,12.57,35,0.65,0,32.95,0,0,0,0,0,231.77
2056,1643882131,1,4026,3.14,57.865,12.57,35,0.73,0,32.3,0,0,0,0,0,231.77
2057,1643882132,1,4027,5.23,57.865,12.571,35,0.82,0,31.84,0,0,0,0,0,231.77
2058,1643882133,1,4028,2.09,57.865,12.571,35,0.58,0,31.29,0,0,0,0,0,231.77
2059,1643882134,1,4029,6.72,57.865,12.571,35,0.92,0,30.82,0,0,0,0,0,231.77
2060,1643882135,1,4030,7.68,57.865,12.571,35,1.77,0,30.4,0,0,0,0,0,231.77
2061,1643882136,1,4031,10.57,57.865,12.571,34,1.84,0,29.92,0,0,0,0,0,231.77
2062,1643882137,1,4031,1.92,57.865,12.571,34,1.4,0,29.39,0,0,0,0,0,231.77
2063,1643882138,1,4032,3.99,57.865,12.571,34,1.76,0,29.23,0,0,0,0,0,231.77
2064,1643882139,1,4033,2.99,57.866,12.571,34,2.36,0,28.49,0,0,0,0,0,231.77
2065,1643882140,1,4034,2.99,57.866,12.571,35,2.43,0,28.12,0,0,0,0,0,231.77
2066,1643882141,1,4035,4.99,57.866,12.571,35,2.12,0,27.69,0,0,0,0,0,231.77
2067,1643882142,1,4036,7.14,57.866,12.571,35,2.15,0,27.31,0,0,0,0,0,231.77
2068,1643882143,1,4037,10.2,57.866,12.571,35,2.47,0,26.94,0,0,0,0,0,231.77
2069,1643882144,1,4037,1.02,57.866,12.571,36,2.28,0,26.3,0,0,0,0,0,231.77
2070,1643882145,1,4038,6.17,57.866,12.571,36,2.66,0,25.95,0,0,0,0,0,231.77
2071,1643882146,1,4039,6.17,57.866,12.571,36,2.72,0,25.41,0,0,0,0,0,231.77
2072,1643882147,1,4040,8,57.866,12.571,36,2.55,0,24.95,0,0,0,0,0,231.77
2073,1643882148,1,4041,10,57.866,12.571,36,2.83,0,24.54,0,0,0,0,0,231.77
2074,1643882149,1,4041,3,57.866,12.571,35,2.82,0,24.18,0,0,0,0,0,231.77
2075,1643882150,1,4042,4.07,57.866,12.571,35,3.24,0,23.82,0,0,0,0,0,231.77
2076,1643882151,1,4043,6.11,57.866,12.571,36,3.46,0,23.26,0,0,0,0,0,231.77
2077,1643882152,1,4044,5.74,57.867,12.571,36,3.51,0,22.63,0,0,0,0,0,231.77
2078,1643882153,1,4044,0,57.867,12.571,36,3.58,0,22.42,0,0,0,0,0,231.77
2079,1643882154,1,4046,10.53,57.867,12.571,36,3.47,0,21.79,0,0,0,0,0,231.77
2080,1643882155,1,4046,0.96,57.867,12.571,36,3.3,0,21.36,0,0,0,0,0,231.77
2081,1643882156,1,4047,0.96,57.867,12.571,36,3.07,0,20.94,0,0,0,0,0,231.77
2082,1643882157,1,4048,1.91,57.867,12.571,36,2.91,0,20.53,0,0,0,0,0,231.77
2083,1643882158,1,4049,2.87,57.867,12.571,36,2.88,0,19.96,0,0,0,0,0,231.77
2084,1643882159,1,4050,4.79,57.867,12.571,36,2.98,0,19.54,0,0,0,0,0,231.77
2085,1643882160,1,4051,7.66,57.867,12.571,36,3.12,0,19.23,0,0,0,0,0,231.77
2086,1643882161,1,4052,6.22,57.867,12.571,36,3.32,0,18.6,0,0,0,0,0,231.77
2087,1643882162,1,4053,8.29,57.867,12.571,36,3.14,0,18.11,0,0,0,0,0,231.77
2088,1643882163,1,4054,8.27,57.867,12.571,36,3.1,0,17.67,0,0,0,0,0,231.77
2089,1643882164,1,4055,10.34,57.868,12.571,36,2.49,0,17.27,0,0,0,0,0,231.77
2090,1643882165,1,4055,1.03,57.868,12.571,36,2.41,0,16.68,0,0,0,0,0,231.77
2091,1643882166,1,4056,2.07,57.868,12.57,36,2.84,0,16.24,0,0,0,0,0,231.77
2092,1643882167,1,4057,2.04,57.868,12.57,36,2.33,0,15.75,0,0,0,0,0,231.77
2093,1643882168,1,4058,3.06,57.868,12.57,36,1.92,0,15.26,0,0,0,0,0,231.77
2094,1643882169,1,4059,4.08,57.868,12.57,36,1.8,0,14.91,0,0,0,0,0,231.77
2095,1643882170,1,4060,5.1,57.868,12.571,35,1.81,0,14.52,0,0,0,0,0,231.77
2096,1643882171,1,4061,6.11,57.868,12.571,35,1.95,0,13.95,0,0,0,0,0,231.77
2097,1643882172,1,4062,7.13,57.868,12.571,36,2.15,0,13.36,0,0,0,0,0,231.77
2098,1643882173,1,4063,9.17,57.868,12.571,35,2.31,0,12.88,0,0,0,0,0,231.77
2099,1643882174,1,4063,0,57.868,12.571,34,2.41,0,12.4,0,0,0,0,0,231.77
2100,1643882175,1,4064,3.06,57.868,12.571,32,2.54,0,11.93,0,0,0,0,0,231.77
2101,1643882176,1,4065,6.11,57.868,12.571,31,2.61,0,11.61,0,0,0,0,0,231.77
2102,1643882177,1,4066,8.15,57.869,12.571,31,2.6,0,10.98,0,0,0,0,0,231.77
2103,1643882178,1,4067,9.82,57.869,12.571,31,2.51,0,10.61,0,0,0,0,0,231.77
2104,1643882179,1,4067,2.95,57.869,12.571,30,2.28,0,10.14,0,0,0,0,0,231.77
2105,1643882180,1,4068,4.86,57.869,12.571,29,2.56,0,9.67,0,0,0,0,0,231.77
2106,1643882181,1,4069,8.76,57.869,12.571,27,2.89,0,9.09,0,0,0,0,0,231.77
2107,1643882182,1,4069,1.95,57.869,12.571,25,3.03,0,8.72,0,0,0,0,0,231.77
2108,1643882183,1,4070,6.81,57.869,12.571,24,2.98,0,8.15,0,0,0,0,0,231.77
2109,1643882184,1,4070,0.97,57.869,12.571,24,2.98,0,7.73,0,0,0,0,0,231.77
2110,1643882185,1,4071,4.86,57.869,12.571,24,3.02,0,7.31,0,0,0,0,0,231.77
2111,1643882186,1,4072,9.73,57.869,12.571,23,3.04,0,7,0,0,0,0,0,231.77
2112,1643882187,1,4072,4.86,57.869,12.571,21,3.19,0,6.58,0,0,0,0,0,231.77
2113,1643882188,1,4073,7.25,57.869,12.571,20,3.27,0,6.17,0,0,0,0,0,231.77
2114,1643882189,1,4073,2.07,57.869,12.571,20,2.92,0,5.81,0,0,0,0,0,231.77
2115,1643882190,1,4074,5.18,57.869,12.571,20,2.66,0,5.36,0,0,0,0,0,231.77
2116,1643882191,1,4074,2.07,57.869,12.571,19,2.56,0,5.06,0,0,0,0,0,231.77
2117,1643882192,1,4075,8.13,57.869,12.571,12,2.46,0,4.71,0,0,0,0,0,231.77
2118,1643882193,1,4075,6.1,57.869,12.571,10,2.48,0,4.36,0,0,0,0,0,231.77
2119,1643882194,1,4075,4.07,57.869,12.571,8,2.57,0,4.06,0,0,0,0,0,231.77
2120,1643882195,1,4075,2.03,57.869,12.571,5,2.65,0,3.76,0,0,0,0,0,231.77
2121,1643882196,1,4075,1.02,57.869,12.571,3,2.7,0,3.46,0,0,0,0,0,231.77
2122,1643882197,1,4075,1.02,57.869,12.571,2,2.75,0,3.26,0,0,0,0,0,231.77
2123,1643882198,1,4075,0,57.869,12.571,2,2.76,0,2.95,0,0,0,0,0,231.77
2124,1643882199,1,4075,0,57.869,12.571,3,2.76,0,2.63,0,0,0,0,0,231.77
2125,1643882200,1,4076,10.14,57.869,12.571,6,2.68,0,2.47,0,0,0,0,0,231.77
2126,1643882201,1,4076,9.13,57.869,12.571,7,2.54,0,2.26,0,0,0,0,0,231.77
2127,1643882202,1,4076,7.1,57.869,12.571,10,2.49,0,2.05,0,0,0,0,0,231.77
2128,1643882203,1,4076,4.06,57.869,12.571,12,2.51,0,1.95,0,0,0,0,0,231.77
2129,1643882204,1,4076,1.01,57.87,12.571,12,2.57,0,1.84,0,0,0,0,0,231.77
2130,1643882205,1,4077,11.16,57.87,12.571,8,2.52,0,1.79,0,0,0,0,0,231.77
2131,1643882206,1,4077,10.14,57.87,12.571,5,2.45,0,1.74,0,0,0,0,0,231.77
2132,1643882207,1,4077,9.13,57.87,12.571,2,2.33,0,1.69,0,0,0,0,0,231.77
2133,1643882208,1,4077,9.13,57.87,12.571,2,2.33,0,1.69,0,0,0,0,0,231.77
2134,1643882209,1,4077,8.12,57.87,12.571,3,2.19,0,1.63,0,0,0,0,0,231.77
2135,1643882210,1,4077,7.1,57.87,12.571,3,2.12,0,1.58,0,0,0,0,0,231.77
2136,1643882211,1,4077,7.1,57.87,12.571,1,2,0,1.48,0,0,0,0,0,231.77
2137,1643882212,1,4077,6.09,57.87,12.571,7,1.73,0,1.37,0,0,0,0,0,231.77
2138,1643882213,1,4077,4.06,57.87,12.571,13,0.67,0,1.17,0,0,0,0,0,231.77
2139,1643882214,1,4078,6.85,57.87,12.571,19,0.86,0,1.01,0,0,0,0,0,231.77
2140,1643882215,1,4078,0.98,57.87,12.57,29,1.5,0,0.96,0,0,0,0,0,231.77
2141,1643882216,1,4079,3.91,57.87,12.57,37,2.88,0,0.91,0,0,0,0,0,231.77
2142,1643882217,1,4080,0,57.87,12.57,47,4.37,0,0.91,0,0,0,0,0,231.77
2143,1643882218,1,4082,5.74,57.87,12.57,55,4.08,0,0.85,0,0,0,0,0,231.77
2144,1643882219,1,4083,2.87,57.87,12.57,61,3.95,0,0.85,0,0,0,0,0,231.77
2145,1643882220,1,4085,0.96,57.87,12.569,68,3.98,0,0.8,0,0,0,0,0,231.77
2146,1643882221,1,4087,1.91,57.87,12.569,74,4.22,0,0.8,0,0,0,0,0,231.77
2147,1643882222,1,4090,9.6,57.87,12.569,79,4.15,0,0.7,0,0,0,0,0,231.77
2148,1643882223,1,4091,2.88,57.87,12.569,83,3.65,0,0.54,0,0,0,0,0,231.77
2149,1643882224,1,4094,4.8,57.87,12.568,86,3.48,0,0.22,0,0,0,0,0,231.77
2150,1643882225,1,4096,5.76,57.87,12.568,88,3.87,0,0,0,231.73,0,126.28,0,0
2151,1643882226,1,4099,6.72,57.871,12.568,91,5.2,0,0,0,231.11,0,126.28,0,0
2152,1643882227,1,4101,2.02,57.871,12.567,92,3.37,0,0,0,230.55,0,126.28,0,0
2153,1643882228,1,4103,3.03,57.871,12.567,91,1.3,0,0,0,229.86,0,126.28,0,0
2154,1643882229,1,4106,10.08,57.871,12.567,90,0.9,0,0,0,229.43,0,126.28,0,0
2155,1643882230,1,4108,2.02,57.871,12.566,90,2.62,0,0,0,228.48,0,126.28,0,0
2156,1643882231,1,4111,9.08,57.871,12.566,89,3.36,0,0,0,227.58,0,126.28,0,0
2157,1643882232,1,4113,6.05,57.871,12.566,89,3.67,0,0,0,226.67,0,126.28,0,0
2158,1643882233,1,4115,8.07,57.871,12.565,89,3.62,0,0,0,225.68,0,126.28,0,0
2159,1643882234,1,4118,10.08,57.872,12.565,89,2.9,0,0,0,224.68,0,126.28,0,0
2160,1643882235,1,4119,2.02,57.872,12.565,89,1.88,0,0,0,223.43,0,126.28,0,0
2161,1643882236,1,4122,4.03,57.872,12.565,89,0.61,0,0,0,222.52,0,126.28,0,0
2162,1643882237,1,4124,1,57.872,12.564,89,0.46,0,0,0,221.47,0,126.28,0,0
2163,1643882238,1,4127,8.03,57.872,12.564,89,1.43,0,0,0,220.61,0,126.28,0,0
2164,1643882239,1,4129,10.04,57.872,12.564,89,1.92,0,0,0,219.16,0,126.28,0,0
2165,1643882240,1,4131,7.03,57.872,12.564,89,2.2,0,0,0,218.3,0,126.28,0,0
2166,1643882241,1,4133,4.02,57.873,12.563,89,1.98,0,0,0,217.48,0,126.28,0,0
2167,1643882242,1,4136,6.03,57.873,12.563,89,0.88,0,0,0,216.21,0,126.28,0,0
2168,1643882243,1,4138,8.03,57.873,12.563,89,0.42,0,0,0,214.98,0,126.28,0,0
2169,1643882244,1,4140,5.02,57.873,12.563,89,2.4,0,0,0,213.94,0,126.28,0,0
2170,1643882245,1,4142,1.01,57.873,12.562,89,1.79,0,0,0,213.3,0,126.28,0,0
2171,1643882246,1,4145,9.05,57.874,12.562,89,0.88,0,0,0,212.26,0,126.28,0,0
2172,1643882247,1,4147,1.01,57.874,12.562,89,0.2,0,0,0,211,0,126.28,0,0
2173,1643882248,1,4150,8.05,57.874,12.562,89,0.19,0,0,0,209.73,0,126.28,0,0
2174,1643882249,1,4152,9.05,57.874,12.562,90,0.59,0,0,0,208.69,0,126.28,0,0
2175,1643882250,1,4154,1.01,57.874,12.562,90,1.7,0,0,0,208.1,0,126.28,0,0
2176,1643882251,1,4156,3.02,57.874,12.561,90,2.77,0,0,0,206.61,0,126.28,0,0
2177,1643882252,1,4159,5.03,57.875,12.561,90,4.96,0,0,0,205.8,0,126.28,0,0
2178,1643882253,1,4161,2.01,57.875,12.561,90,7.28,0,0,0,204.76,0,126.28,0,0
2179,1643882254,1,4164,5.9,57.875,12.561,90,7.22,0,0,0,203.49,0,126.28,0,0
2180,1643882255,1,4166,2.95,57.875,12.561,90,5.05,0,0,0,202.68,0,126.28,0,0
2181,1643882256,1,4169,8.85,57.875,12.561,90,3.41,0,0,0,201.41,0,126.28,0,0
2182,1643882257,1,4171,4.92,57.876,12.561,90,2.28,0,0,0,200.6,0,126.28,0,0
2183,1643882258,1,4173,1.97,57.876,12.56,90,1.57,0,0,0,199.74,0,126.28,0,0
2184,1643882259,1,4176,7.87,57.876,12.56,90,1.18,0,0,0,198.29,0,126.28,0,0
2185,1643882260,1,4178,3.93,57.876,12.56,89,1.27,0,0,0,197.25,0,126.28,0,0
2186,1643882261,1,4180,0,57.876,12.56,89,1.86,0,0,0,196.61,0,126.28,0,0
2187,1643882262,1,4183,6.88,57.877,12.56,89,2.9,0,0,0,195.34,0,126.28,0,0
2188,1643882263,1,4185,2.1,57.877,12.56,89,3.24,0,0,0,194.71,0,126.28,0,0
2189,1643882264,1,4188,7.35,57.877,12.56,89,3.59,0,0,0,193.15,0,126.28,0,0
2190,1643882265,1,4190,7.35,57.877,12.56,89,4.21,0,0,0,191.91,0,126.28,0,0
2191,1643882266,1,4193,7.92,57.878,12.56,89,4.42,0,0,0,190.85,0,126.28,0,0
2192,1643882267,1,4195,4.95,57.878,12.56,89,3.67,0,0,0,190.01,0,126.28,0,0
2193,1643882268,1,4197,0.99,57.878,12.56,89,3.35,0,0,0,188.95,0,126.28,0,0
2194,1643882269,1,4199,1.98,57.878,12.56,89,3.48,0,0,0,187.88,0,126.28,0,0
2195,1643882270,1,4202,3.96,57.878,12.56,89,4.29,0,0,0,186.87,0,126.28,0,0
2196,1643882271,1,4204,0.99,57.879,12.56,89,5.54,0,0,0,185.8,0,126.28,0,0
2197,1643882272,1,4207,7.92,57.879,12.56,89,7.04,0,0,0,184.73,0,126.28,0,0
2198,1643882273,1,4209,3.96,57.879,12.56,89,8.55,0,0,0,183.46,0,126.28,0,0
2199,1643882274,1,4212,9.8,57.879,12.56,89,8.35,0,0,0,182.84,0,126.28,0,0
2200,1643882275,1,4214,5.88,57.879,12.56,89,7.79,0,0,0,181.34,0,126.28,0,0
2201,1643882276,1,4216,1.96,57.88,12.56,89,7.18,0,0,0,180.54,0,126.28,0,0
2202,1643882277,1,4218,3.92,57.88,12.56,89,6.65,0,0,0,179.69,0,126.28,0,0
2203,1643882278,1,4220,0,57.88,12.56,89,5.97,0,0,0,178.44,0,126.28,0,0
2204,1643882279,1,4223,5.88,57.88,12.56,89,5.25,0,0,0,177.38,0,126.28,0,0
2205,1643882280,1,4226,7.84,57.88,12.56,89,4.1,0,0,0,176.35,0,126.28,0,0
2206,1643882281,1,4228,3.92,57.881,12.56,89,2.85,0,0,0,175.5,0,126.28,0,0
2207,1643882282,1,4230,4.9,57.881,12.56,89,1.56,0,0,0,174.26,0,126.28,0,0
